Sound Lvl ch.0 (V),Sound Lvl ch.1 (V)
-1.046533e+00,-1.028065e+00
-1.059590e+00,-1.032050e+00
-1.067430e+00,-1.041316e+00
-1.067430e+00,-1.043617e+00
-1.062473e+00,-1.042580e+00
-1.054956e+00,-1.036424e+00
-1.055572e+00,-1.034837e+00
-1.055637e+00,-1.033281e+00
-1.056706e+00,-1.034804e+00
-1.052235e+00,-1.031953e+00
-1.045723e+00,-1.027903e+00
-1.051522e+00,-1.029426e+00
-1.052008e+00,-1.028454e+00
-1.053725e+00,-1.030333e+00
-1.050971e+00,-1.028162e+00
-1.045690e+00,-1.024987e+00
-1.041738e+00,-1.022233e+00
-1.041900e+00,-1.019998e+00
-1.035160e+00,-1.016790e+00
-1.034998e+00,-1.015753e+00
-1.036197e+00,-1.016693e+00
-1.044070e+00,-1.021002e+00
-1.049870e+00,-1.026931e+00
-1.065065e+00,-1.038076e+00
-1.067430e+00,-1.046889e+00
-1.067430e+00,-1.050939e+00
-1.067430e+00,-1.049837e+00
-1.062149e+00,-1.042126e+00
-1.057257e+00,-1.037947e+00
-1.056058e+00,-1.035776e+00
-1.060205e+00,-1.036845e+00
-1.061015e+00,-1.037558e+00
-1.058942e+00,-1.036651e+00
-1.050874e+00,-1.031694e+00
-1.055702e+00,-1.032763e+00
-1.061371e+00,-1.037234e+00
-1.060562e+00,-1.036392e+00
-1.054827e+00,-1.033022e+00
-1.056868e+00,-1.033541e+00
-1.060788e+00,-1.036197e+00
-1.059622e+00,-1.035938e+00
-1.055442e+00,-1.034059e+00
-1.059525e+00,-1.036359e+00
-1.062084e+00,-1.038530e+00
-1.052688e+00,-1.032925e+00
-1.060918e+00,-1.036456e+00
-1.060594e+00,-1.037752e+00
-1.053984e+00,-1.033379e+00
-1.063218e+00,-1.038822e+00
-1.058456e+00,-1.036262e+00
-1.057062e+00,-1.035711e+00
-1.063704e+00,-1.038206e+00
-1.055961e+00,-1.035290e+00
-1.059914e+00,-1.035420e+00
-1.058553e+00,-1.035582e+00
-1.054373e+00,-1.033929e+00
-1.065033e+00,-1.039794e+00
-1.052883e+00,-1.033443e+00
-1.059654e+00,-1.037007e+00
-1.055378e+00,-1.033217e+00
-1.062408e+00,-1.038336e+00
-1.057160e+00,-1.034286e+00
-1.059719e+00,-1.037137e+00
-1.056447e+00,-1.036035e+00
-1.059363e+00,-1.036813e+00
-1.055410e+00,-1.034901e+00
-1.063639e+00,-1.038724e+00
-1.055993e+00,-1.034998e+00
-1.064482e+00,-1.040409e+00
-1.055280e+00,-1.035096e+00
-1.062538e+00,-1.039632e+00
-1.057905e+00,-1.037266e+00
-1.059006e+00,-1.037137e+00
-1.057095e+00,-1.034351e+00
-1.056998e+00,-1.034739e+00
-1.057192e+00,-1.034059e+00
-1.059428e+00,-1.036780e+00
-1.056738e+00,-1.035322e+00
-1.061145e+00,-1.038822e+00
-1.061210e+00,-1.038757e+00
-1.058747e+00,-1.037752e+00
-1.057646e+00,-1.036294e+00
-1.058650e+00,-1.035549e+00
-1.060529e+00,-1.037850e+00
-1.058553e+00,-1.037655e+00
-1.059168e+00,-1.037169e+00
-1.060432e+00,-1.038530e+00
-1.056285e+00,-1.035031e+00
-1.058326e+00,-1.036327e+00
-1.057743e+00,-1.035549e+00
-1.059298e+00,-1.034837e+00
-1.061955e+00,-1.037364e+00
-1.057581e+00,-1.034901e+00
-1.060400e+00,-1.036327e+00
-1.060076e+00,-1.036942e+00
-1.058747e+00,-1.036975e+00
-1.061922e+00,-1.037428e+00
-1.056544e+00,-1.035808e+00
-1.055864e+00,-1.033767e+00
-1.059201e+00,-1.035452e+00
-1.055248e+00,-1.032471e+00
-1.058618e+00,-1.035387e+00
-1.056965e+00,-1.034318e+00
-1.056058e+00,-1.032925e+00
-1.060173e+00,-1.037072e+00
-1.057613e+00,-1.035808e+00
-1.061436e+00,-1.036651e+00
-1.061501e+00,-1.037461e+00
-1.059752e+00,-1.038141e+00
-1.060076e+00,-1.036716e+00
-1.058067e+00,-1.034415e+00
-1.057192e+00,-1.035679e+00
-1.058196e+00,-1.035225e+00
-1.060821e+00,-1.035906e+00
-1.059525e+00,-1.036035e+00
-1.057030e+00,-1.036651e+00
-1.055086e+00,-1.033703e+00
-1.058780e+00,-1.035808e+00
-1.057095e+00,-1.034934e+00
-1.056933e+00,-1.034772e+00
-1.054503e+00,-1.033119e+00
-1.057775e+00,-1.034383e+00
-1.056900e+00,-1.035031e+00
-1.059266e+00,-1.036100e+00
-1.063542e+00,-1.039437e+00
-1.060043e+00,-1.038012e+00
-1.056674e+00,-1.037623e+00
-1.056576e+00,-1.035258e+00
-1.057678e+00,-1.036068e+00
-1.056026e+00,-1.035096e+00
-1.059557e+00,-1.035484e+00
-1.056576e+00,-1.035711e+00
-1.058294e+00,-1.036230e+00
-1.057581e+00,-1.035873e+00
-1.059719e+00,-1.037331e+00
-1.060335e+00,-1.037493e+00
-1.056512e+00,-1.035549e+00
-1.058682e+00,-1.037169e+00
-1.059719e+00,-1.036651e+00
-1.058067e+00,-1.036165e+00
-1.056998e+00,-1.034545e+00
-1.061436e+00,-1.038465e+00
-1.059816e+00,-1.037947e+00
-1.055864e+00,-1.035290e+00
-1.062149e+00,-1.039048e+00
-1.058067e+00,-1.036165e+00
-1.055507e+00,-1.034804e+00
-1.061210e+00,-1.037558e+00
-1.058974e+00,-1.036942e+00
-1.056609e+00,-1.034351e+00
-1.061631e+00,-1.037364e+00
-1.060076e+00,-1.038465e+00
-1.055572e+00,-1.035744e+00
-1.062149e+00,-1.036359e+00
-1.054082e+00,-1.033087e+00
-1.062376e+00,-1.038660e+00
-1.052818e+00,-1.033411e+00
-1.061663e+00,-1.037461e+00
-1.056706e+00,-1.035387e+00
-1.052300e+00,-1.033022e+00
-1.066685e+00,-1.038595e+00
-1.049546e+00,-1.033281e+00
-1.067430e+00,-1.042062e+00
-1.046338e+00,-1.030463e+00
-1.067430e+00,-1.040604e+00
-1.045755e+00,-1.030009e+00
-1.067430e+00,-1.041867e+00
-1.052915e+00,-1.034318e+00
-1.060140e+00,-1.037040e+00
-1.056933e+00,-1.036003e+00
-1.054049e+00,-1.033638e+00
-1.062408e+00,-1.037331e+00
-1.058164e+00,-1.036683e+00
-1.058002e+00,-1.036716e+00
-1.060691e+00,-1.038271e+00
-1.058909e+00,-1.036230e+00
-1.056771e+00,-1.036068e+00
-1.061469e+00,-1.036910e+00
-1.056998e+00,-1.035063e+00
-1.059784e+00,-1.036456e+00
-1.059525e+00,-1.036910e+00
-1.061015e+00,-1.037558e+00
-1.059395e+00,-1.037040e+00
-1.056350e+00,-1.035096e+00
-1.061242e+00,-1.036780e+00
-1.059590e+00,-1.038789e+00
-1.057062e+00,-1.036910e+00
-1.058326e+00,-1.036327e+00
-1.056350e+00,-1.034286e+00
-1.063672e+00,-1.038886e+00
-1.058099e+00,-1.036813e+00
-1.051976e+00,-1.032277e+00
-1.059687e+00,-1.034059e+00
-1.064838e+00,-1.039664e+00
-1.065616e+00,-1.041964e+00
-1.056350e+00,-1.037040e+00
-1.050615e+00,-1.032018e+00
-1.054632e+00,-1.032504e+00
-1.065583e+00,-1.037882e+00
-1.067430e+00,-1.042645e+00
-1.065681e+00,-1.044977e+00
-1.062538e+00,-1.042774e+00
-1.057419e+00,-1.037882e+00
-1.051036e+00,-1.034221e+00
-1.049740e+00,-1.030009e+00
-1.049092e+00,-1.028551e+00
-1.050745e+00,-1.028065e+00
-1.056252e+00,-1.031759e+00
-1.056803e+00,-1.033573e+00
-1.058844e+00,-1.035420e+00
-1.057678e+00,-1.035290e+00
-1.055507e+00,-1.034415e+00
-1.053887e+00,-1.032407e+00
-1.054049e+00,-1.030949e+00
-1.051976e+00,-1.030171e+00
-1.053401e+00,-1.030981e+00
-1.055831e+00,-1.033346e+00
-1.057322e+00,-1.035744e+00
-1.057224e+00,-1.035679e+00
-1.057613e+00,-1.036424e+00
-1.062538e+00,-1.039372e+00
-1.067430e+00,-1.043746e+00
-1.067430e+00,-1.045301e+00
-1.062376e+00,-1.041900e+00
-1.052591e+00,-1.035193e+00
-1.048671e+00,-1.031337e+00
-1.054730e+00,-1.033897e+00
-1.067430e+00,-1.042126e+00
-1.067430e+00,-1.048574e+00
-1.067430e+00,-1.045366e+00
-1.048639e+00,-1.033443e+00
-1.041705e+00,-1.027449e+00
-1.057257e+00,-1.035290e+00
-1.067430e+00,-1.053758e+00
-1.067430e+00,-1.058294e+00
-1.061469e+00,-1.042904e+00
-1.041316e+00,-1.029069e+00
-1.054827e+00,-1.032698e+00
-1.067430e+00,-1.046857e+00
-1.065778e+00,-1.041738e+00
-1.039567e+00,-1.025473e+00
-1.048574e+00,-1.029069e+00
-1.067430e+00,-1.046338e+00
-1.067430e+00,-1.046630e+00
-1.051587e+00,-1.034545e+00
-1.048282e+00,-1.031337e+00
-1.054859e+00,-1.032893e+00
-1.060335e+00,-1.037623e+00
-1.067430e+00,-1.048153e+00
-1.059622e+00,-1.038951e+00
-1.043714e+00,-1.028616e+00
-1.067398e+00,-1.040377e+00
-1.061274e+00,-1.038174e+00
-1.058650e+00,-1.038336e+00
-1.066717e+00,-1.040960e+00
-1.045204e+00,-1.029977e+00
-1.067074e+00,-1.040118e+00
-1.053239e+00,-1.033703e+00
-1.067430e+00,-1.043455e+00
-1.046273e+00,-1.030884e+00
-1.067430e+00,-1.044589e+00
-1.049643e+00,-1.031499e+00
-1.065551e+00,-1.041900e+00
-1.059687e+00,-1.036748e+00
-1.057322e+00,-1.037137e+00
-1.061793e+00,-1.037266e+00
-1.055928e+00,-1.036359e+00
-1.065713e+00,-1.040895e+00
-1.051911e+00,-1.034091e+00
-1.066102e+00,-1.041284e+00
-1.049611e+00,-1.031694e+00
-1.067430e+00,-1.041478e+00
-1.049351e+00,-1.031823e+00
-1.064093e+00,-1.039405e+00
-1.059719e+00,-1.037785e+00
-1.056512e+00,-1.035906e+00
-1.057257e+00,-1.036003e+00
-1.062862e+00,-1.038984e+00
-1.056479e+00,-1.036262e+00
-1.055637e+00,-1.035322e+00
-1.066458e+00,-1.039632e+00
-1.052948e+00,-1.034124e+00
-1.055507e+00,-1.034642e+00
-1.067430e+00,-1.042029e+00
-1.058261e+00,-1.039048e+00
-1.050259e+00,-1.032115e+00
-1.064773e+00,-1.037720e+00
-1.063899e+00,-1.039567e+00
-1.060367e+00,-1.039340e+00
-1.062765e+00,-1.040085e+00
-1.058294e+00,-1.037396e+00
-1.058164e+00,-1.037299e+00
-1.060918e+00,-1.038238e+00
-1.064287e+00,-1.040960e+00
-1.062862e+00,-1.040506e+00
-1.050874e+00,-1.034027e+00
-1.051587e+00,-1.031046e+00
-1.060756e+00,-1.034545e+00
-1.067430e+00,-1.041673e+00
-1.067430e+00,-1.044718e+00
-1.056058e+00,-1.038012e+00
-1.052235e+00,-1.034091e+00
-1.052883e+00,-1.032083e+00
-1.058844e+00,-1.033670e+00
-1.063607e+00,-1.037914e+00
-1.064028e+00,-1.039891e+00
-1.057808e+00,-1.037882e+00
-1.060497e+00,-1.037428e+00
-1.055118e+00,-1.034351e+00
-1.057419e+00,-1.034642e+00
-1.057127e+00,-1.033800e+00
-1.058326e+00,-1.034448e+00
-1.059752e+00,-1.034772e+00
-1.060076e+00,-1.035938e+00
-1.062214e+00,-1.036910e+00
-1.056220e+00,-1.032536e+00
-1.054373e+00,-1.032018e+00
-1.053434e+00,-1.030495e+00
-1.045528e+00,-1.024825e+00
-1.046079e+00,-1.024534e+00
-1.046695e+00,-1.025344e+00
-1.047148e+00,-1.025797e+00
-1.055313e+00,-1.031013e+00
-1.059590e+00,-1.036003e+00
-1.059978e+00,-1.037169e+00
-1.056512e+00,-1.034901e+00
-1.049222e+00,-1.030689e+00
-1.055734e+00,-1.032860e+00
-1.063380e+00,-1.038627e+00
-1.067430e+00,-1.045204e+00
-1.064417e+00,-1.041705e+00
-1.046857e+00,-1.031726e+00
-1.048250e+00,-1.030203e+00
-1.064449e+00,-1.038368e+00
-1.067430e+00,-1.045204e+00
-1.057322e+00,-1.037202e+00
-1.048055e+00,-1.030884e+00
-1.060367e+00,-1.035420e+00
-1.067171e+00,-1.041057e+00
-1.059039e+00,-1.038206e+00
-1.055280e+00,-1.035290e+00
-1.060756e+00,-1.037558e+00
-1.059492e+00,-1.038044e+00
-1.062991e+00,-1.039956e+00
-1.064709e+00,-1.039729e+00
-1.053045e+00,-1.034383e+00
-1.067430e+00,-1.043034e+00
-1.058747e+00,-1.036424e+00
-1.047019e+00,-1.030106e+00
-1.067430e+00,-1.042580e+00
-1.049740e+00,-1.032050e+00
-1.057840e+00,-1.036489e+00
-1.067430e+00,-1.041187e+00
-1.043228e+00,-1.028648e+00
-1.067430e+00,-1.043649e+00
-1.050453e+00,-1.031726e+00
-1.059460e+00,-1.036327e+00
-1.065000e+00,-1.039308e+00
-1.051943e+00,-1.034318e+00
-1.067430e+00,-1.042386e+00
-1.050777e+00,-1.033573e+00
-1.063996e+00,-1.039891e+00
-1.056220e+00,-1.034221e+00
-1.059784e+00,-1.037364e+00
-1.058423e+00,-1.036618e+00
-1.058553e+00,-1.036424e+00
-1.057775e+00,-1.033152e+00
-1.067430e+00,-1.042904e+00
-1.048023e+00,-1.031597e+00
-1.067430e+00,-1.043941e+00
-1.046468e+00,-1.031111e+00
-1.067430e+00,-1.044848e+00
-1.047602e+00,-1.032698e+00
-1.067430e+00,-1.039470e+00
-1.061987e+00,-1.041576e+00
-1.045658e+00,-1.029750e+00
-1.067430e+00,-1.049513e+00
-1.040928e+00,-1.031240e+00
-1.064935e+00,-1.037493e+00
-1.067430e+00,-1.048574e+00
-1.034513e+00,-1.025830e+00
-1.067430e+00,-1.038886e+00
-1.067430e+00,-1.047245e+00
-1.044751e+00,-1.032050e+00
-1.066329e+00,-1.038336e+00
-1.065907e+00,-1.041543e+00
-1.056965e+00,-1.038076e+00
-1.057775e+00,-1.036910e+00
-1.051846e+00,-1.033119e+00
-1.066329e+00,-1.039210e+00
-1.067430e+00,-1.043584e+00
-1.049773e+00,-1.033865e+00
-1.064449e+00,-1.038141e+00
-1.067430e+00,-1.043843e+00
-1.052267e+00,-1.035744e+00
-1.050388e+00,-1.030236e+00
-1.063153e+00,-1.035873e+00
-1.067430e+00,-1.044459e+00
-1.067430e+00,-1.047472e+00
-1.065389e+00,-1.046630e+00
-1.051943e+00,-1.037104e+00
-1.046241e+00,-1.029037e+00
-1.040895e+00,-1.023302e+00
-1.044070e+00,-1.021326e+00
-1.055086e+00,-1.027287e+00
-1.064255e+00,-1.034286e+00
-1.067430e+00,-1.040668e+00
-1.067430e+00,-1.045787e+00
-1.067430e+00,-1.045625e+00
-1.067430e+00,-1.047667e+00
-1.067430e+00,-1.046857e+00
-1.065389e+00,-1.045496e+00
-1.065227e+00,-1.042742e+00
-1.065227e+00,-1.043617e+00
-1.061501e+00,-1.040992e+00
-1.057872e+00,-1.038141e+00
-1.060562e+00,-1.039016e+00
-1.060788e+00,-1.039988e+00
-1.060076e+00,-1.039405e+00
-1.065227e+00,-1.040863e+00
-1.067398e+00,-1.043714e+00
-1.067430e+00,-1.044718e+00
-1.065551e+00,-1.043843e+00
-1.059719e+00,-1.039275e+00
-1.051879e+00,-1.032893e+00
-1.047861e+00,-1.029426e+00
-1.056058e+00,-1.033929e+00
-1.067430e+00,-1.043293e+00
-1.067430e+00,-1.050291e+00
-1.067430e+00,-1.046565e+00
-1.051587e+00,-1.033897e+00
-1.041316e+00,-1.024793e+00
-1.058747e+00,-1.034998e+00
-1.067430e+00,-1.045723e+00
-1.067430e+00,-1.044880e+00
-1.046792e+00,-1.031726e+00
-1.048477e+00,-1.030268e+00
-1.067430e+00,-1.045690e+00
-1.067430e+00,-1.045172e+00
-1.050097e+00,-1.032925e+00
-1.054892e+00,-1.034286e+00
-1.067430e+00,-1.044200e+00
-1.060043e+00,-1.039858e+00
-1.051911e+00,-1.034545e+00
-1.066069e+00,-1.039988e+00
-1.052915e+00,-1.033508e+00
-1.067236e+00,-1.040409e+00
-1.064838e+00,-1.039372e+00
-1.048444e+00,-1.032212e+00
-1.067430e+00,-1.045658e+00
-1.058877e+00,-1.038919e+00
-1.051036e+00,-1.034189e+00
-1.067430e+00,-1.042515e+00
-1.047310e+00,-1.031305e+00
-1.067430e+00,-1.041154e+00
-1.048703e+00,-1.030560e+00
-1.067430e+00,-1.041770e+00
-1.048444e+00,-1.029977e+00
-1.067430e+00,-1.042548e+00
-1.056090e+00,-1.035938e+00
-1.066815e+00,-1.043746e+00
-1.052850e+00,-1.033379e+00
-1.067430e+00,-1.043779e+00
-1.046014e+00,-1.029750e+00
-1.067430e+00,-1.051717e+00
-1.030884e+00,-1.020872e+00
-1.067430e+00,-1.056382e+00
-1.017632e+00,-1.017730e+00
-1.067430e+00,-1.055669e+00
-1.022752e+00,-1.022266e+00
-1.067430e+00,-1.041284e+00
-1.060497e+00,-1.044070e+00
-1.041673e+00,-1.025376e+00
-1.067430e+00,-1.059071e+00
-1.024890e+00,-1.024404e+00
-1.067430e+00,-1.043325e+00
-1.065551e+00,-1.045885e+00
-1.040020e+00,-1.027190e+00
-1.067430e+00,-1.045949e+00
-1.053239e+00,-1.037947e+00
-1.052624e+00,-1.032083e+00
-1.067430e+00,-1.042807e+00
-1.059428e+00,-1.039308e+00
-1.058067e+00,-1.037947e+00
-1.067430e+00,-1.042062e+00
-1.060108e+00,-1.039534e+00
-1.058294e+00,-1.036294e+00
-1.062894e+00,-1.038724e+00
-1.061080e+00,-1.037850e+00
-1.058099e+00,-1.037590e+00
-1.059363e+00,-1.037202e+00
-1.056058e+00,-1.035063e+00
-1.060983e+00,-1.036910e+00
-1.067430e+00,-1.041576e+00
-1.066458e+00,-1.044232e+00
-1.058294e+00,-1.039502e+00
-1.053920e+00,-1.035225e+00
-1.046986e+00,-1.028681e+00
-1.053855e+00,-1.028843e+00
-1.063801e+00,-1.035646e+00
-1.067430e+00,-1.041640e+00
-1.067430e+00,-1.047829e+00
-1.067430e+00,-1.051749e+00
-1.067430e+00,-1.050194e+00
-1.058877e+00,-1.044070e+00
-1.049675e+00,-1.035970e+00
-1.045463e+00,-1.029912e+00
-1.042710e+00,-1.025570e+00
-1.039664e+00,-1.022557e+00
-1.038692e+00,-1.020192e+00
-1.040344e+00,-1.019447e+00
-1.039405e+00,-1.018054e+00
-1.037558e+00,-1.016985e+00
-1.039664e+00,-1.018345e+00
-1.043941e+00,-1.020322e+00
-1.042936e+00,-1.021618e+00
-1.046403e+00,-1.023724e+00
-1.047764e+00,-1.024598e+00
-1.051490e+00,-1.029102e+00
-1.054017e+00,-1.031985e+00
-1.059298e+00,-1.036100e+00
-1.060594e+00,-1.037914e+00
-1.064709e+00,-1.042094e+00
-1.063024e+00,-1.040766e+00
-1.065778e+00,-1.042872e+00
-1.061274e+00,-1.041511e+00
-1.061145e+00,-1.037882e+00
-1.057905e+00,-1.036586e+00
-1.056382e+00,-1.034610e+00
-1.057484e+00,-1.034772e+00
-1.055799e+00,-1.034318e+00
-1.066458e+00,-1.040992e+00
-1.064773e+00,-1.041090e+00
-1.060659e+00,-1.038854e+00
-1.056155e+00,-1.035031e+00
-1.056965e+00,-1.035031e+00
-1.066264e+00,-1.039275e+00
-1.064287e+00,-1.040053e+00
-1.052008e+00,-1.033605e+00
-1.058715e+00,-1.035193e+00
-1.062505e+00,-1.037850e+00
-1.061436e+00,-1.038919e+00
-1.062279e+00,-1.039664e+00
-1.062084e+00,-1.040280e+00
-1.057095e+00,-1.036942e+00
-1.055540e+00,-1.034318e+00
-1.062765e+00,-1.038498e+00
-1.055896e+00,-1.036197e+00
-1.064676e+00,-1.040668e+00
-1.060205e+00,-1.037623e+00
-1.053855e+00,-1.034804e+00
-1.067430e+00,-1.042677e+00
-1.054211e+00,-1.035096e+00
-1.065389e+00,-1.041122e+00
-1.059849e+00,-1.037364e+00
-1.056220e+00,-1.035808e+00
-1.067430e+00,-1.042224e+00
-1.049870e+00,-1.033605e+00
-1.067430e+00,-1.042515e+00
-1.051717e+00,-1.033832e+00
-1.065519e+00,-1.040150e+00
-1.052267e+00,-1.034286e+00
-1.067430e+00,-1.041997e+00
-1.054017e+00,-1.035484e+00
-1.067430e+00,-1.041900e+00
-1.054211e+00,-1.035484e+00
-1.066426e+00,-1.040085e+00
-1.058391e+00,-1.038984e+00
-1.059557e+00,-1.038627e+00
-1.064255e+00,-1.041219e+00
-1.058132e+00,-1.036780e+00
-1.065583e+00,-1.039761e+00
-1.058229e+00,-1.038433e+00
-1.060983e+00,-1.038886e+00
-1.061566e+00,-1.039534e+00
-1.059978e+00,-1.038141e+00
-1.058553e+00,-1.037364e+00
-1.059849e+00,-1.038141e+00
-1.061533e+00,-1.039275e+00
-1.062246e+00,-1.040085e+00
-1.060011e+00,-1.038627e+00
-1.062538e+00,-1.040571e+00
-1.060853e+00,-1.039891e+00
-1.058294e+00,-1.038012e+00
-1.053855e+00,-1.033832e+00
-1.063056e+00,-1.038238e+00
-1.066361e+00,-1.042256e+00
-1.059719e+00,-1.040442e+00
-1.055086e+00,-1.036197e+00
-1.057451e+00,-1.034448e+00
-1.067430e+00,-1.044265e+00
-1.067430e+00,-1.046986e+00
-1.056544e+00,-1.038076e+00
-1.048412e+00,-1.030722e+00
-1.053012e+00,-1.029977e+00
-1.063769e+00,-1.036068e+00
-1.067430e+00,-1.043973e+00
-1.067430e+00,-1.048412e+00
-1.060043e+00,-1.043390e+00
-1.050388e+00,-1.034901e+00
-1.048379e+00,-1.030365e+00
-1.050485e+00,-1.028065e+00
-1.049999e+00,-1.027125e+00
-1.059978e+00,-1.032666e+00
-1.065357e+00,-1.036716e+00
-1.067430e+00,-1.043746e+00
-1.067430e+00,-1.045237e+00
-1.067430e+00,-1.048671e+00
-1.067430e+00,-1.052397e+00
-1.067430e+00,-1.051231e+00
-1.067430e+00,-1.050323e+00
-1.067430e+00,-1.050939e+00
-1.067430e+00,-1.051490e+00
-1.067430e+00,-1.054503e+00
-1.067430e+00,-1.049935e+00
-1.067430e+00,-1.050161e+00
-1.067430e+00,-1.047343e+00
-1.061177e+00,-1.041025e+00
-1.058974e+00,-1.037007e+00
-1.053045e+00,-1.031888e+00
-1.049611e+00,-1.029685e+00
-1.054470e+00,-1.031273e+00
-1.060659e+00,-1.037234e+00
-1.063542e+00,-1.038109e+00
-1.060724e+00,-1.037169e+00
-1.053628e+00,-1.032763e+00
-1.041381e+00,-1.023562e+00
-1.041802e+00,-1.024307e+00
-1.059557e+00,-1.034253e+00
-1.067430e+00,-1.050129e+00
-1.067430e+00,-1.054049e+00
-1.056414e+00,-1.038465e+00
-1.031208e+00,-1.020678e+00
-1.048217e+00,-1.027773e+00
-1.067430e+00,-1.048639e+00
-1.067430e+00,-1.046792e+00
-1.045269e+00,-1.030203e+00
-1.050842e+00,-1.031078e+00
-1.067430e+00,-1.052786e+00
-1.065843e+00,-1.042418e+00
-1.027223e+00,-1.019090e+00
-1.061145e+00,-1.036068e+00
-1.067430e+00,-1.050842e+00
-1.052818e+00,-1.036003e+00
-1.056609e+00,-1.036100e+00
-1.059039e+00,-1.035420e+00
-1.044880e+00,-1.029555e+00
-1.067430e+00,-1.055410e+00
-1.061695e+00,-1.040247e+00
-1.033443e+00,-1.022849e+00
-1.067430e+00,-1.044913e+00
-1.048088e+00,-1.032018e+00
-1.067430e+00,-1.050259e+00
-1.044362e+00,-1.028843e+00
-1.058877e+00,-1.038271e+00
-1.067430e+00,-1.042386e+00
-1.035387e+00,-1.028486e+00
-1.067430e+00,-1.058034e+00
-1.007070e+00,-1.014101e+00
-1.067430e+00,-1.062570e+00
-1.012708e+00,-1.016175e+00
-1.067430e+00,-1.060464e+00
-1.018507e+00,-1.019609e+00
-1.067430e+00,-1.054503e+00
-1.027838e+00,-1.023238e+00
-1.067430e+00,-1.046662e+00
-1.054049e+00,-1.039502e+00
-1.053369e+00,-1.030009e+00
-1.067430e+00,-1.056220e+00
-1.017989e+00,-1.013971e+00
-1.067430e+00,-1.065292e+00
-1.016142e+00,-1.019674e+00
-1.067430e+00,-1.040604e+00
-1.067430e+00,-1.051879e+00
-1.022395e+00,-1.019123e+00
-1.067430e+00,-1.049027e+00
-1.065486e+00,-1.050356e+00
-1.011120e+00,-1.007686e+00
-1.067430e+00,-1.067430e+00
-1.026769e+00,-1.032795e+00
-1.037364e+00,-1.016985e+00
-1.067430e+00,-1.063380e+00
-1.027255e+00,-1.026899e+00
-1.067430e+00,-1.037331e+00
-1.059849e+00,-1.038109e+00
-1.061404e+00,-1.037752e+00
-1.067430e+00,-1.047764e+00
-1.041900e+00,-1.030916e+00
-1.060659e+00,-1.033281e+00
-1.064190e+00,-1.039113e+00
-1.063704e+00,-1.041446e+00
-1.063218e+00,-1.041576e+00
-1.041576e+00,-1.028583e+00
-1.065033e+00,-1.034415e+00
-1.067430e+00,-1.046565e+00
-1.045528e+00,-1.031208e+00
-1.067430e+00,-1.037590e+00
-1.067430e+00,-1.047764e+00
-1.039858e+00,-1.028940e+00
-1.067430e+00,-1.039210e+00
-1.067430e+00,-1.045334e+00
-1.052818e+00,-1.036197e+00
-1.054503e+00,-1.032860e+00
-1.062797e+00,-1.037785e+00
-1.067430e+00,-1.043455e+00
-1.060238e+00,-1.040539e+00
-1.053725e+00,-1.035873e+00
-1.058164e+00,-1.035873e+00
-1.061210e+00,-1.036942e+00
-1.066005e+00,-1.041673e+00
-1.067430e+00,-1.067430e+00
-1.054406e+00,-1.049416e+00
-1.041154e+00,-1.031143e+00
-1.065065e+00,-1.038303e+00
-1.049416e+00,-1.031823e+00
-1.047699e+00,-1.027903e+00
-1.021585e+00,-1.010667e+00
-1.016725e+00,-1.001562e+00
-1.048185e+00,-1.018669e+00
-1.067430e+00,-1.055896e+00
-1.067430e+00,-1.067430e+00
-1.067430e+00,-1.061436e+00
-1.067430e+00,-1.062667e+00
-1.030495e+00,-1.028357e+00
-9.587306e-01,-9.735695e-01
-9.465161e-01,-9.484601e-01
-1.038886e+00,-9.934626e-01
-1.067430e+00,-1.067430e+00
-1.067430e+00,-1.067430e+00
-1.041705e+00,-1.061145e+00
-9.009627e-01,-9.513436e-01
-1.056479e+00,-1.009662e+00
-1.067430e+00,-1.067430e+00
-1.067430e+00,-1.067430e+00
-7.876625e-01,-8.986948e-01
-8.938997e-01,-8.956817e-01
-1.067430e+00,-1.067430e+00
-1.067430e+00,-1.067430e+00
-8.463700e-01,-9.450905e-01
-1.067430e+00,-1.022687e+00
-1.067430e+00,-1.067430e+00
-8.697947e-01,-9.502096e-01
-1.030592e+00,-9.954714e-01
-1.067430e+00,-1.067430e+00
-8.069401e-01,-9.044943e-01
-1.067430e+00,-1.009533e+00
-1.067430e+00,-1.067430e+00
-8.895906e-01,-9.615494e-01
-1.067430e+00,-1.067430e+00
-9.781378e-01,-1.004252e+00
-1.000364e+00,-9.923287e-01
-1.067430e+00,-1.067430e+00
-8.536274e-01,-9.297009e-01
-1.067430e+00,-1.016531e+00
-9.706860e-01,-9.732455e-01
-1.067430e+00,-1.067430e+00
-9.151212e-01,-9.759346e-01
-1.067430e+00,-1.050097e+00
-9.871772e-01,-9.933978e-01
-1.067430e+00,-1.063607e+00
-9.298629e-01,-9.648541e-01
-1.067430e+00,-1.063510e+00
-9.083498e-01,-9.492700e-01
-1.067430e+00,-1.015429e+00
-1.067430e+00,-1.034156e+00
-1.067430e+00,-1.065745e+00
-1.013745e+00,-1.018021e+00
-1.013745e+00,-1.002243e+00
-1.067430e+00,-1.043066e+00
-9.847472e-01,-9.919075e-01
-1.067430e+00,-1.042872e+00
-9.890887e-01,-9.953094e-01
-9.844232e-01,-9.767122e-01
-1.067430e+00,-1.060270e+00
-1.067430e+00,-1.058391e+00
-9.845852e-01,-9.972534e-01
