Timestamp,Sound Lvl ch.0 (V),Sound Lvl ch.1 (V),Sound Lvl ch.2 (V),Sound Lvl ch.3 (V)
3.300698e-03,2.231522e-03,-1.093839e-01,4.302219e-02
3.073903e-03,2.328720e-03,-5.845230e-02,8.225386e-03
2.976705e-03,2.458317e-03,-3.279208e-02,4.855862e-03
3.073903e-03,2.814709e-03,-1.860120e-02,9.618554e-03
3.073903e-03,2.652712e-03,-1.092258e-02,1.412205e-02
3.171101e-03,2.717511e-03,-6.969869e-03,1.765357e-02
3.073903e-03,2.393518e-03,-4.539924e-03,2.008352e-02
3.138701e-03,2.458317e-03,-3.373551e-03,2.147668e-02
3.300698e-03,2.685112e-03,-1.364796e-03,2.306425e-02
3.203500e-03,2.458317e-03,1.324343e-03,2.504060e-02
3.106302e-03,2.555515e-03,1.648335e-03,2.575339e-02
3.073903e-03,2.425917e-03,1.907529e-03,2.640137e-02
3.009104e-03,2.425917e-03,5.467602e-04,2.562379e-02
3.073903e-03,2.425917e-03,-6.844118e-04,2.478141e-02
3.041504e-03,2.393518e-03,-1.170401e-03,2.442502e-02
3.106302e-03,2.458317e-03,-1.526793e-03,2.423062e-02
3.235899e-03,2.328720e-03,-1.397196e-03,2.393903e-02
2.976705e-03,2.490716e-03,-1.947983e-03,2.361504e-02
3.106302e-03,2.393518e-03,-2.595968e-03,2.293465e-02
3.073903e-03,2.231522e-03,-5.900693e-03,2.063430e-02
2.976705e-03,2.458317e-03,-6.030290e-03,2.008352e-02
3.009104e-03,2.296320e-03,-6.354283e-03,1.956513e-02
2.976705e-03,2.425917e-03,-4.215932e-03,2.053711e-02
2.847108e-03,2.393518e-03,-2.304375e-03,2.209227e-02
2.879507e-03,2.490716e-03,-1.202800e-03,2.306425e-02
2.847108e-03,2.393518e-03,-2.632214e-04,2.390663e-02
2.782309e-03,2.263921e-03,9.317053e-05,2.458701e-02
2.976705e-03,2.231522e-03,9.679506e-04,2.536460e-02
2.782309e-03,2.393518e-03,1.842731e-03,2.585058e-02
3.041504e-03,2.361119e-03,3.916284e-03,2.737335e-02
2.976705e-03,2.458317e-03,4.110679e-03,2.785934e-02
2.879507e-03,2.490716e-03,4.305075e-03,2.798894e-02
3.009104e-03,2.458317e-03,2.425917e-03,2.701696e-02
2.976705e-03,2.425917e-03,1.032749e-03,2.607738e-02
3.009104e-03,2.458317e-03,1.903683e-04,2.513780e-02
3.073903e-03,2.490716e-03,-1.984228e-04,2.487861e-02
3.106302e-03,2.523115e-03,-4.252177e-04,2.445742e-02
2.976705e-03,2.587914e-03,-8.464081e-04,2.426302e-02
3.041504e-03,2.393518e-03,-1.526793e-03,2.364744e-02
3.138701e-03,2.425917e-03,-5.123111e-03,2.124989e-02
2.847108e-03,2.328720e-03,-5.414704e-03,2.047231e-02
2.782309e-03,2.361119e-03,-5.706298e-03,1.995392e-02
2.911906e-03,2.361119e-03,-3.762342e-03,2.108789e-02
2.944306e-03,2.393518e-03,-1.656390e-03,2.222187e-02
3.106302e-03,2.490716e-03,-7.816096e-04,2.316145e-02
2.944306e-03,2.458317e-03,1.903683e-04,2.400383e-02
2.944306e-03,2.328720e-03,9.355514e-04,2.478141e-02
2.976705e-03,2.490716e-03,1.259544e-03,2.520260e-02
2.879507e-03,2.490716e-03,2.166723e-03,2.588298e-02
2.911906e-03,2.555515e-03,4.596668e-03,2.743815e-02
2.944306e-03,2.393518e-03,4.596668e-03,2.808613e-02
2.944306e-03,2.458317e-03,4.791064e-03,2.821573e-02
2.911906e-03,2.490716e-03,2.717511e-03,2.721135e-02
2.847108e-03,2.393518e-03,1.097548e-03,2.610978e-02
2.976705e-03,2.393518e-03,4.171632e-04,2.542939e-02
3.009104e-03,2.361119e-03,-1.012251e-04,2.494341e-02
2.911906e-03,2.425917e-03,-1.012251e-04,2.458701e-02
3.138701e-03,2.555515e-03,-7.168111e-04,2.419822e-02
3.041504e-03,2.458317e-03,-1.461994e-03,2.361504e-02
2.847108e-03,2.328720e-03,-4.701920e-03,2.147668e-02
3.073903e-03,2.393518e-03,-4.993514e-03,2.037511e-02
2.782309e-03,2.263921e-03,-5.447104e-03,1.992152e-02
2.782309e-03,2.393518e-03,-3.470748e-03,2.086110e-02
2.944306e-03,2.296320e-03,-1.688789e-03,2.225427e-02
2.976705e-03,2.296320e-03,-2.956206e-04,2.325864e-02
3.041504e-03,2.328720e-03,6.439580e-04,2.429542e-02
2.879507e-03,2.296320e-03,9.031521e-04,2.468421e-02
2.944306e-03,2.328720e-03,1.324343e-03,2.517020e-02
3.073903e-03,2.328720e-03,2.134324e-03,2.598018e-02
3.171101e-03,2.328720e-03,4.531870e-03,2.760015e-02
2.944306e-03,2.361119e-03,4.564269e-03,2.811853e-02
3.171101e-03,2.263921e-03,4.920661e-03,2.831293e-02
2.976705e-03,2.296320e-03,2.749910e-03,2.721135e-02
3.171101e-03,2.263921e-03,9.355514e-04,2.601258e-02
2.814709e-03,2.101925e-03,3.523646e-04,2.542939e-02
2.976705e-03,2.101925e-03,-1.012251e-04,2.471661e-02
2.976705e-03,2.199123e-03,-1.984228e-04,2.455461e-02
2.976705e-03,2.199123e-03,-9.112066e-04,2.384183e-02
3.106302e-03,2.231522e-03,-1.753587e-03,2.312905e-02
3.106302e-03,2.166723e-03,-5.123111e-03,2.102309e-02
3.009104e-03,2.166723e-03,-4.896316e-03,2.063430e-02
2.976705e-03,2.166723e-03,-5.252708e-03,1.988912e-02
3.073903e-03,2.004727e-03,-3.762342e-03,2.063430e-02
3.009104e-03,2.037126e-03,-1.494393e-03,2.225427e-02
2.879507e-03,2.004727e-03,-1.984228e-04,2.335584e-02
2.911906e-03,2.037126e-03,4.495624e-04,2.416582e-02
2.911906e-03,2.037126e-03,8.707529e-04,2.484621e-02
3.009104e-03,2.166723e-03,1.259544e-03,2.523500e-02
2.976705e-03,2.069526e-03,2.069526e-03,2.572099e-02
2.944306e-03,2.166723e-03,4.467071e-03,2.727615e-02
2.944306e-03,2.296320e-03,4.305075e-03,2.766494e-02
2.976705e-03,2.101925e-03,4.499470e-03,2.811853e-02
3.009104e-03,2.101925e-03,2.555515e-03,2.721135e-02
2.911906e-03,2.069526e-03,9.679506e-04,2.568859e-02
2.717511e-03,2.037126e-03,1.255698e-04,2.504060e-02
2.911906e-03,2.069526e-03,-3.642652e-05,2.478141e-02
3.009104e-03,2.101925e-03,-4.576169e-04,2.432782e-02
2.847108e-03,2.263921e-03,-8.140088e-04,2.403623e-02
2.814709e-03,2.231522e-03,-1.235199e-03,2.361504e-02
3.041504e-03,2.166723e-03,-4.637122e-03,2.141189e-02
3.171101e-03,2.231522e-03,-5.187909e-03,2.031031e-02
2.976705e-03,2.199123e-03,-5.349906e-03,2.014831e-02
2.685112e-03,2.199123e-03,-3.794741e-03,2.076390e-02
3.009104e-03,2.231522e-03,-1.947983e-03,2.193027e-02
3.073903e-03,2.199123e-03,-6.520125e-04,2.316145e-02
2.847108e-03,2.199123e-03,8.059543e-04,2.439262e-02
2.879507e-03,2.231522e-03,1.000350e-03,2.481381e-02
2.911906e-03,2.166723e-03,1.227145e-03,2.497580e-02
3.073903e-03,2.296320e-03,2.652712e-03,2.604498e-02
3.009104e-03,2.231522e-03,4.596668e-03,2.740575e-02
2.944306e-03,2.199123e-03,4.985459e-03,2.802134e-02
2.879507e-03,2.263921e-03,4.823463e-03,2.841013e-02
3.041504e-03,2.231522e-03,2.944306e-03,2.753535e-02
