Timestamp,Sound Lvl ch.0 (V),Sound Lvl ch.1 (V),Sound Lvl ch.2 (V),Sound Lvl ch.3 (V)
3.832430e-02,1.035440e-01,-4.630257e-02,7.924457e-02
4.622972e-02,6.677085e-02,1.156251e-02,5.413514e-02
4.674811e-02,5.251518e-02,3.003009e-02,5.193199e-02
4.341099e-02,4.405897e-02,3.456599e-02,5.228838e-02
3.738472e-02,3.719033e-02,3.333481e-02,5.096001e-02
3.142326e-02,3.041888e-02,2.941450e-02,4.820608e-02
2.513780e-02,2.361504e-02,2.442502e-02,4.402657e-02
1.865795e-02,1.745918e-02,1.894954e-02,3.932868e-02
1.234009e-02,1.114132e-02,1.311767e-02,3.388560e-02
5.763042e-03,4.207877e-03,7.253408e-03,2.818333e-02
-3.280199e-04,-2.012782e-03,1.097548e-03,2.270786e-02
-5.285107e-03,-7.423459e-03,-4.183532e-03,1.710278e-02
-9.302616e-03,-1.199175e-02,-8.751828e-03,1.211330e-02
-1.024219e-02,-1.425970e-02,-1.202415e-02,8.387382e-03
-8.201041e-03,-1.406531e-02,-1.270454e-02,6.378628e-03
-4.669521e-03,-1.166776e-02,-1.176496e-02,6.022236e-03
2.227676e-04,-7.682653e-03,-9.173019e-03,7.123811e-03
5.860239e-03,-2.887562e-03,-5.025913e-03,9.780550e-03
1.153011e-02,2.393518e-03,-5.224155e-04,1.337687e-02
1.690839e-02,7.512602e-03,4.596668e-03,1.768597e-02
2.134709e-02,1.217810e-02,9.132565e-03,2.193027e-02
2.403623e-02,1.580681e-02,1.285848e-02,2.594778e-02
2.565619e-02,1.817196e-02,1.580681e-02,2.909051e-02
2.533220e-02,1.881994e-02,1.732958e-02,3.116406e-02
2.189787e-02,1.719998e-02,1.684359e-02,3.181205e-02
1.865795e-02,1.431645e-02,1.515883e-02,3.129366e-02
1.370086e-02,1.000735e-02,1.204850e-02,2.934971e-02
8.290184e-03,5.406650e-03,7.933792e-03,2.630417e-02
2.231522e-03,2.837200e-05,3.430295e-03,2.274026e-02
-4.572323e-03,-6.419081e-03,-2.369173e-03,1.788037e-02
-1.098738e-02,-1.260734e-02,-8.201041e-03,1.246969e-02
-1.581487e-02,-1.818001e-02,-1.357932e-02,7.285807e-03
-1.931399e-02,-2.226232e-02,-1.795322e-02,2.490716e-03
-1.989718e-02,-2.410908e-02,-2.070716e-02,-1.073203e-03
-1.704604e-02,-2.320190e-02,-2.103115e-02,-2.725565e-03
-1.312573e-02,-2.054516e-02,-1.989718e-02,-2.757965e-03
-8.006645e-03,-1.613886e-02,-1.678685e-02,-9.760052e-04
-1.235199e-03,-1.053379e-02,-1.238055e-02,2.037126e-03
5.050258e-03,-4.831518e-03,-7.002268e-03,6.281430e-03
1.149771e-02,1.356742e-03,-1.494393e-03,1.120612e-02
1.655200e-02,6.702620e-03,3.883884e-03,1.632520e-02
2.005112e-02,1.140051e-02,8.452181e-03,2.092590e-02
2.209227e-02,1.396006e-02,1.188650e-02,2.468421e-02
2.141189e-02,1.506163e-02,1.373326e-02,2.727615e-02
1.901434e-02,1.340927e-02,1.357126e-02,2.815093e-02
1.590401e-02,1.127092e-02,1.221050e-02,2.805373e-02
1.165971e-02,8.192986e-03,9.748151e-03,2.669297e-02
6.508225e-03,3.462694e-03,5.860239e-03,2.397143e-02
5.143610e-04,-2.045181e-03,1.421540e-03,2.031031e-02
-6.516279e-03,-8.427836e-03,-3.989137e-03,1.587161e-02
-1.273694e-02,-1.461610e-02,-9.723806e-03,1.078493e-02
-1.740243e-02,-1.979998e-02,-1.500489e-02,5.730642e-03
-2.106355e-02,-2.417388e-02,-1.967038e-02,6.763573e-04
-2.138754e-02,-2.576144e-02,-2.222992e-02,-2.725565e-03
-1.840681e-02,-2.485426e-02,-2.278071e-02,-4.475126e-03
-1.435690e-02,-2.177633e-02,-2.099875e-02,-4.053935e-03
-8.395437e-03,-1.724044e-02,-1.779122e-02,-2.304375e-03
-2.045181e-03,-1.153817e-02,-1.306093e-02,1.032749e-03
4.693866e-03,-5.220309e-03,-7.585455e-03,5.503848e-03
1.110892e-02,9.031521e-04,-1.850785e-03,1.065533e-02
1.606601e-02,6.508225e-03,3.559892e-03,1.577441e-02
1.959753e-02,1.088213e-02,8.257785e-03,2.060190e-02
2.167108e-02,1.373326e-02,1.153011e-02,2.416582e-02
2.137949e-02,1.438125e-02,1.350647e-02,2.679016e-02
1.881994e-02,1.318247e-02,1.331207e-02,2.792414e-02
1.561242e-02,1.081733e-02,1.217810e-02,2.766494e-02
1.123852e-02,7.383005e-03,9.586155e-03,2.630417e-02
6.443426e-03,3.073903e-03,5.925038e-03,2.374463e-02
7.735551e-04,-1.850785e-03,1.453940e-03,2.034271e-02
-6.224686e-03,-8.201041e-03,-3.762342e-03,1.580681e-02
-1.228335e-02,-1.445410e-02,-9.529411e-03,1.065533e-02
-1.681925e-02,-1.941119e-02,-1.468089e-02,5.698243e-03
-2.005917e-02,-2.294271e-02,-1.856881e-02,1.583537e-03
-2.031837e-02,-2.453027e-02,-2.096635e-02,-1.461994e-03
